ID	QUALITY
ERR346600.5319	36
ERR346600.5321	38
ERR346600.5325	38
ERR346600.5327	38
ERR346600.5331	37
ERR346600.5324	28
ERR346600.5328	36
ERR346600.5334	31
ERR346600.5330	38
ERR346600.5329	36
ERR346600.5322	38
ERR346600.5337	30
ERR346600.5332	38
ERR346600.5340	38
ERR346600.5336	25
ERR346600.5344	35
ERR346600.5338	34
ERR346600.5339	38
ERR346600.5333	38
ERR346600.5343	36
ERR346600.5341	33
ERR346600.5335	31
ERR346600.5346	38
ERR346600.5350	36
ERR346600.5345	34
ERR346600.5348	38
ERR346600.5342	25
ERR346600.5349	28
ERR346600.5351	34
ERR346600.5353	25
ERR346600.5356	38
ERR346600.5358	35
ERR346600.5354	38
ERR346600.5355	37
ERR346600.5357	33
ERR346600.5363	37
ERR346600.5362	38
ERR346600.5352	38
ERR346600.5361	22
ERR346600.5347	32
ERR346600.5359	38
ERR346600.5360	37
ERR346600.5370	36
ERR346600.5364	28
ERR346600.5367	27
ERR346600.5369	38
ERR346600.5371	33
ERR346600.5365	38
ERR346600.5372	37
ERR346600.5366	28
ERR346600.5375	37
ERR346600.5374	37
ERR346600.5373	38
ERR346600.5368	26
ERR346600.5377	32
ERR346600.5383	27
ERR346600.5376	34
ERR346600.5380	36
ERR346600.5378	30
ERR346600.5384	37
ERR346600.5387	34
ERR346600.5385	33
ERR346600.5386	37
ERR346600.5388	33
ERR346600.5379	38
ERR346600.5382	38
ERR346600.5395	26
ERR346600.5390	38
ERR346600.5391	38
ERR346600.5389	30
ERR346600.5399	32
ERR346600.5392	38
ERR346600.5397	38
ERR346600.5404	36
ERR346600.5394	38
ERR346600.5396	37
ERR346600.5398	38
ERR346600.5400	38
ERR346600.5402	29
ERR346600.5393	37
ERR346600.5405	26
ERR346600.5401	29
ERR346600.5403	38
ERR346600.5406	36
ERR346600.5407	28
ERR346600.5411	35
ERR346600.5410	29
ERR346600.5408	35
ERR346600.5413	29
ERR346600.5419	37
ERR346600.5412	38
ERR346600.5417	35
ERR346600.5416	37
ERR346600.5421	20
ERR346600.5415	38
ERR346600.5409	37
ERR346600.5418	27
ERR346600.5420	36
ERR346600.5423	37
ERR346600.5430	38
ERR346600.5424	34
ERR346600.5428	37
ERR346600.5427	34
ERR346600.5431	36
ERR346600.5437	38
ERR346600.5432	36
ERR346600.5429	31
ERR346600.5433	38
ERR346600.5422	27
ERR346600.5434	37
ERR346600.5426	36
ERR346600.5436	29
ERR346600.5442	23
ERR346600.5435	34
ERR346600.5439	36
ERR346600.5425	33
ERR346600.5440	38
ERR346600.5438	37
ERR346600.5444	37
ERR346600.5450	38
ERR346600.5446	34
ERR346600.5447	26
ERR346600.5448	37
ERR346600.5452	29
ERR346600.5441	38
ERR346600.5449	38
ERR346600.5454	35
ERR346600.5445	38
ERR346600.5453	27
ERR346600.5451	38
ERR346600.5457	38
ERR346600.5462	38
ERR346600.5455	38
ERR346600.5459	25
ERR346600.5461	37
ERR346600.5465	32
ERR346600.5464	34
ERR346600.5463	38
ERR346600.5460	34
ERR346600.5458	38
ERR346600.5456	38
ERR346600.5466	37
ERR346600.5469	36
ERR346600.5471	32
ERR346600.5472	36
ERR346600.5468	26
ERR346600.5473	29
ERR346600.5467	24
ERR346600.5476	37
ERR346600.5470	37
ERR346600.5474	24
ERR346600.5475	38
ERR346600.5479	37
ERR346600.5477	37
ERR346600.5478	37
ERR346600.5485	38
ERR346600.5483	32
ERR346600.5490	37
ERR346600.5486	37
ERR346600.5484	37
ERR346600.5493	31
ERR346600.5482	36
ERR346600.5480	37
ERR346600.5496	36
ERR346600.5497	34
ERR346600.5488	38
ERR346600.5487	37
ERR346600.5499	37
ERR346600.5494	37
ERR346600.5492	30
ERR346600.5498	35
ERR346600.5491	38
ERR346600.5495	34
ERR346600.5489	37
ERR346600.5507	34
ERR346600.5502	34
ERR346600.5501	36
ERR346600.5505	35
ERR346600.5503	38
ERR346600.5500	37
ERR346600.5504	27
ERR346600.5510	27
ERR346600.5506	28
ERR346600.5508	30
ERR346600.5509	37
ERR346600.5513	31
ERR346600.5514	36
ERR346600.5519	35
ERR346600.5515	38
ERR346600.5522	32
ERR346600.5517	37
ERR346600.5518	38
ERR346600.5511	38
ERR346600.5523	38
ERR346600.5524	36
ERR346600.5520	38
ERR346600.5512	38
ERR346600.5525	37
ERR346600.5527	37
ERR346600.5521	32
ERR346600.5534	36
ERR346600.5528	30
ERR346600.5532	36
ERR346600.5531	35
ERR346600.5530	25
ERR346600.5526	31
ERR346600.5529	35
ERR346600.5535	36
ERR346600.5533	37
ERR346600.5538	37
ERR346600.5536	32
ERR346600.5543	33
ERR346600.5541	37
ERR346600.5537	38
ERR346600.5548	37
ERR346600.5549	37
ERR346600.5540	26
ERR346600.5539	38
ERR346600.5547	35
ERR346600.5542	26
ERR346600.5546	37
ERR346600.5550	27
ERR346600.5553	38
ERR346600.5552	25
ERR346600.5557	32
ERR346600.5554	36
ERR346600.5545	37
ERR346600.5555	37
ERR346600.5561	36
ERR346600.5562	30
ERR346600.5558	33
ERR346600.5544	26
ERR346600.5565	36
ERR346600.5563	32
ERR346600.5551	32
ERR346600.5567	38
ERR346600.5569	21
ERR346600.5559	35
ERR346600.5572	37
ERR346600.5560	37
ERR346600.5566	36
ERR346600.5564	37
ERR346600.5570	23
ERR346600.5574	35
ERR346600.5577	33
ERR346600.5575	30
ERR346600.5556	36
ERR346600.5582	37
ERR346600.5573	37
ERR346600.5576	35
ERR346600.5586	38
ERR346600.5579	36
ERR346600.5583	36
ERR346600.5568	37
ERR346600.5590	38
ERR346600.5571	35
ERR346600.5578	36
ERR346600.5585	33
ERR346600.5588	37
ERR346600.5591	37
ERR346600.5595	33
ERR346600.5600	35
ERR346600.5592	34
ERR346600.5594	37
ERR346600.5599	36
ERR346600.5603	36
ERR346600.5589	37
ERR346600.5601	37
ERR346600.5607	36
ERR346600.5587	37
ERR346600.5597	38
ERR346600.5611	38
ERR346600.5609	33
ERR346600.5610	34
ERR346600.5612	30
ERR346600.5605	36
ERR346600.5604	38
ERR346600.5617	34
ERR346600.5596	31
ERR346600.5614	38
ERR346600.5606	36
ERR346600.5613	38
ERR346600.5619	36
ERR346600.5615	37
ERR346600.5602	25
ERR346600.5618	37
ERR346600.5608	37
ERR346600.5621	26
ERR346600.5616	34
ERR346600.5625	32
ERR346600.5628	35
ERR346600.5626	37
ERR346600.5627	36
ERR346600.5629	36
ERR346600.5632	37
ERR346600.5634	37
ERR346600.5623	37
ERR346600.5620	38
ERR346600.5622	34
ERR346600.5631	37
ERR346600.5624	33
ERR346600.5635	38
ERR346600.5636	36
ERR346600.5633	33
ERR346600.5645	38
ERR346600.5638	32
ERR346600.5637	36
ERR346600.5640	35
ERR346600.5642	34
ERR346600.5630	37
ERR346600.5639	32
ERR346600.5641	36
ERR346600.5649	23
ERR346600.5644	37
ERR346600.5654	37
ERR346600.5655	22
ERR346600.5653	37
ERR346600.5646	31
ERR346600.5652	35
ERR346600.5659	28
ERR346600.5658	38
ERR346600.5662	38
ERR346600.5656	25
ERR346600.5648	35
ERR346600.5647	37
ERR346600.5660	38
ERR346600.5651	30
ERR346600.5671	36
ERR346600.5663	34
ERR346600.5664	36
ERR346600.5672	37
ERR346600.5669	37
ERR346600.5678	31
ERR346600.5675	37
ERR346600.5650	36
ERR346600.5674	34
ERR346600.5665	33
ERR346600.5677	36
ERR346600.5670	35
ERR346600.5668	36
ERR346600.5667	37
ERR346600.5687	38
ERR346600.5682	31
ERR346600.5680	38
ERR346600.5673	36
ERR346600.5684	33
ERR346600.5679	37
ERR346600.5661	31
ERR346600.5693	36
ERR346600.5689	27
ERR346600.5688	28
ERR346600.5690	37
ERR346600.5685	35
ERR346600.5697	37
ERR346600.5676	32
ERR346600.5698	36
ERR346600.5681	38
ERR346600.5696	26
ERR346600.5691	35
ERR346600.5695	33
ERR346600.5702	37
ERR346600.5694	37
ERR346600.5713	24
ERR346600.5692	35
ERR346600.5699	31
ERR346600.5705	37
ERR346600.5708	37
ERR346600.5700	37
ERR346600.5709	37
ERR346600.5714	38
ERR346600.5701	37
ERR346600.5711	34
ERR346600.5712	32
ERR346600.5710	38
ERR346600.5717	37
ERR346600.5719	35
ERR346600.5707	38
ERR346600.5703	37
ERR346600.5716	34
ERR346600.5721	38
ERR346600.5686	34
ERR346600.5715	29
ERR346600.5718	37
ERR346600.5706	32
ERR346600.5726	36
ERR346600.5725	34
ERR346600.5730	35
ERR346600.5723	34
ERR346600.5724	35
ERR346600.5722	26
ERR346600.5728	35
ERR346600.5738	37
ERR346600.5732	38
ERR346600.5733	25
ERR346600.5729	34
ERR346600.5727	37
ERR346600.5737	37
ERR346600.5734	35
ERR346600.5741	37
ERR346600.5736	37
ERR346600.5735	37
ERR346600.5747	37
ERR346600.5720	24
ERR346600.5745	38
ERR346600.5746	23
ERR346600.5751	32
ERR346600.5749	36
ERR346600.5754	27
ERR346600.5756	38
ERR346600.5744	32
ERR346600.5742	32
ERR346600.5740	38
ERR346600.5750	32
ERR346600.5760	22
ERR346600.5761	36
ERR346600.5755	38
ERR346600.5748	30
ERR346600.5757	35
ERR346600.5764	25
ERR346600.5753	34
ERR346600.5769	36
ERR346600.5770	36
ERR346600.5739	31
ERR346600.5771	37
ERR346600.5759	37
ERR346600.5758	28
ERR346600.5762	36
ERR346600.5766	37
ERR346600.5776	35
ERR346600.5752	38
ERR346600.5780	33
ERR346600.5765	27
ERR346600.5768	37
ERR346600.5767	31
ERR346600.5777	37
ERR346600.5775	37
ERR346600.5779	30
ERR346600.5773	37
ERR346600.5774	38
ERR346600.5772	37
ERR346600.5788	35
ERR346600.5781	37
ERR346600.5778	38
ERR346600.5784	35
ERR346600.5792	38
ERR346600.5786	30
ERR346600.5783	37
ERR346600.5785	34
ERR346600.5793	35
ERR346600.5794	38
ERR346600.5795	38
ERR346600.5787	31
ERR346600.5782	29
ERR346600.5800	36
ERR346600.5790	37
ERR346600.5789	34
ERR346600.5796	37
ERR346600.5803	35
ERR346600.5798	38
ERR346600.5763	37
ERR346600.5799	33
ERR346600.5807	37
ERR346600.5797	37
ERR346600.5801	29
ERR346600.5802	37
ERR346600.5805	38
ERR346600.5804	35
ERR346600.5809	37
ERR346600.5808	38
ERR346600.5814	34
ERR346600.5812	37
ERR346600.5810	33
ERR346600.5811	37
ERR346600.5817	38
ERR346600.5819	34
ERR346600.5821	26
ERR346600.5813	28
ERR346600.5818	37
ERR346600.5816	23
ERR346600.5806	25
ERR346600.5815	34
ERR346600.5826	34
ERR346600.5823	37
ERR346600.5829	32
ERR346600.5831	37
ERR346600.5822	37
ERR346600.5824	38
ERR346600.5837	26
ERR346600.5828	38
ERR346600.5834	28
ERR346600.5825	32
ERR346600.5820	37
ERR346600.5827	36
ERR346600.5830	37
ERR346600.5840	38
ERR346600.5833	38
ERR346600.5839	28
ERR346600.5841	28
ERR346600.5838	30
ERR346600.5842	38
ERR346600.5851	36
ERR346600.5850	37
ERR346600.5845	36
ERR346600.5844	31
ERR346600.5836	29
ERR346600.5852	38
ERR346600.5856	29
ERR346600.5846	29
ERR346600.5857	33
ERR346600.5848	37
ERR346600.5860	38
ERR346600.5853	32
ERR346600.5854	34
ERR346600.5849	34
ERR346600.5843	36
ERR346600.5859	34
ERR346600.5861	36
ERR346600.5866	35
ERR346600.5858	38
ERR346600.5870	30
ERR346600.5862	38
ERR346600.5868	37
ERR346600.5855	36
ERR346600.5869	29
ERR346600.5863	34
ERR346600.5867	30
ERR346600.5871	35
ERR346600.5864	36
ERR346600.5875	33
ERR346600.5865	34
ERR346600.5881	38
ERR346600.5876	21
ERR346600.5879	37
ERR346600.5872	37
ERR346600.5883	38
ERR346600.5874	33
ERR346600.5890	31
ERR346600.5877	28
ERR346600.5873	33
ERR346600.5889	33
ERR346600.5895	34
ERR346600.5880	35
ERR346600.5888	38
ERR346600.5884	37
ERR346600.5887	36
ERR346600.5899	37
ERR346600.5896	37
ERR346600.5893	37
ERR346600.5898	36
ERR346600.5882	38
ERR346600.5892	36
ERR346600.5885	37
ERR346600.5904	20
ERR346600.5902	34
ERR346600.5903	34
ERR346600.5901	35
ERR346600.5910	31
ERR346600.5886	33
ERR346600.5878	34
ERR346600.5909	34
ERR346600.5912	33
ERR346600.5911	34
ERR346600.5908	33
ERR346600.5907	38
ERR346600.5891	36
ERR346600.5915	37
ERR346600.5920	31
ERR346600.5916	36
ERR346600.5923	36
ERR346600.5900	32
ERR346600.5894	36
ERR346600.5914	36
ERR346600.5917	38
ERR346600.5913	37
ERR346600.5921	29
ERR346600.5906	36
ERR346600.5924	36
ERR346600.5919	33
ERR346600.5926	38
ERR346600.5918	38
ERR346600.5928	27
ERR346600.5941	37
ERR346600.5925	35
ERR346600.5934	24
ERR346600.5938	36
ERR346600.5943	27
ERR346600.5931	29
ERR346600.5935	35
ERR346600.5932	38
ERR346600.5933	37
ERR346600.5927	38
ERR346600.5930	27
ERR346600.5929	36
ERR346600.5944	36
ERR346600.5940	36
ERR346600.5954	38
ERR346600.5953	37
ERR346600.5949	31
ERR346600.5952	36
ERR346600.5937	37
ERR346600.5947	38
ERR346600.5948	34
ERR346600.5959	36
ERR346600.5945	37
ERR346600.5942	30
ERR346600.5965	38
ERR346600.5963	33
ERR346600.5964	37
ERR346600.5951	24
ERR346600.5962	37
ERR346600.5946	36
ERR346600.5972	30
ERR346600.5958	21
ERR346600.5967	36
ERR346600.5976	33
ERR346600.5960	37
ERR346600.5955	38
ERR346600.5970	37
ERR346600.5957	33
ERR346600.5968	28
ERR346600.5961	28
ERR346600.5975	33
ERR346600.5966	37
ERR346600.5971	32
ERR346600.5981	27
ERR346600.5969	32
ERR346600.5980	36
ERR346600.5977	36
ERR346600.5979	37
ERR346600.5985	37
ERR346600.5986	33
ERR346600.5989	37
ERR346600.5987	36
ERR346600.5950	38
ERR346600.5982	37
ERR346600.5990	37
ERR346600.5978	31
ERR346600.5991	38
ERR346600.5988	37
ERR346600.5995	34
ERR346600.5974	37
ERR346600.5983	33
ERR346600.5994	36
ERR346600.5992	35
ERR346600.5984	35
ERR346600.6003	36
ERR346600.5996	36
ERR346600.6005	35
ERR346600.6002	37
ERR346600.5998	38
ERR346600.6009	23
ERR346600.6001	38
ERR346600.6000	35
ERR346600.6006	38
ERR346600.5999	36
ERR346600.5997	37
ERR346600.6004	37
ERR346600.6011	35
ERR346600.6010	35
ERR346600.6014	32
ERR346600.6018	38
ERR346600.6015	38
ERR346600.6017	38
ERR346600.6008	37
ERR346600.6024	38
ERR346600.6013	37
ERR346600.6016	35
ERR346600.6026	38
ERR346600.6019	34
ERR346600.6030	35
ERR346600.6031	35
ERR346600.6020	27
ERR346600.6021	34
ERR346600.6029	37
ERR346600.6023	37
ERR346600.6007	36
ERR346600.6022	32
ERR346600.6038	29
ERR346600.6032	38
ERR346600.6027	37
ERR346600.6036	36
ERR346600.6037	36
ERR346600.6033	38
ERR346600.6035	37
ERR346600.6043	35
ERR346600.6040	36
ERR346600.6041	34
ERR346600.6028	34
ERR346600.6034	31
ERR346600.6049	28
ERR346600.6048	34
ERR346600.6053	32
ERR346600.6054	37
ERR346600.6052	34
ERR346600.6042	38
ERR346600.6055	35
ERR346600.6050	31
ERR346600.6051	33
ERR346600.6056	30
ERR346600.6057	25
ERR346600.6060	38
ERR346600.6059	35
ERR346600.6047	35
ERR346600.6062	27
ERR346600.6069	29
ERR346600.6061	34
ERR346600.6058	30
ERR346600.6071	35
ERR346600.6064	37
ERR346600.6068	38
ERR346600.6073	38
ERR346600.6072	26
ERR346600.6063	36
ERR346600.6066	38
ERR346600.6046	38
ERR346600.6075	37
ERR346600.6067	30
ERR346600.6076	30
ERR346600.6079	37
ERR346600.6084	35
ERR346600.6074	34
ERR346600.6080	36
ERR346600.6078	22
ERR346600.6070	31
ERR346600.6085	37
ERR346600.6077	34
ERR346600.6091	36
ERR346600.6082	35
ERR346600.6087	33
ERR346600.6083	35
ERR346600.6086	32
ERR346600.6095	34
ERR346600.6081	31
ERR346600.6093	38
ERR346600.6099	34
ERR346600.6103	34
ERR346600.6092	34
ERR346600.6096	38
ERR346600.6101	38
ERR346600.6089	33
ERR346600.6105	37
ERR346600.6100	38
ERR346600.6102	38
ERR346600.6097	36
ERR346600.6104	37
ERR346600.6088	38
ERR346600.6112	37
ERR346600.6113	28
ERR346600.6110	33
ERR346600.6109	36
ERR346600.6111	31
ERR346600.6108	33
ERR346600.6120	32
ERR346600.6114	38
ERR346600.6121	33
ERR346600.6119	38
ERR346600.6122	36
ERR346600.6116	38
ERR346600.6115	35
ERR346600.6117	35
ERR346600.6118	31
ERR346600.6128	36
ERR346600.6124	36
ERR346600.6107	33
ERR346600.6132	32
ERR346600.6127	37
ERR346600.6134	38
ERR346600.6123	22
ERR346600.6126	29
ERR346600.6139	38
ERR346600.6131	37
ERR346600.6136	36
ERR346600.6141	36
ERR346600.6129	36
ERR346600.6145	38
ERR346600.6130	37
ERR346600.6133	32
ERR346600.6143	37
ERR346600.6144	38
ERR346600.6158	31
ERR346600.6149	37
ERR346600.6140	38
ERR346600.6125	38
ERR346600.6150	37
ERR346600.6137	37
ERR346600.6147	34
ERR346600.6153	33
ERR346600.6138	36
ERR346600.6154	28
ERR346600.6152	37
ERR346600.6156	37
ERR346600.6157	27
ERR346600.6167	34
ERR346600.6142	38
ERR346600.6165	37
ERR346600.6135	37
ERR346600.6159	36
ERR346600.6161	33
ERR346600.6168	32
ERR346600.6162	35
ERR346600.6155	37
ERR346600.6170	37
ERR346600.6163	36
ERR346600.6151	32
ERR346600.6166	34
ERR346600.6171	25
ERR346600.6160	27
ERR346600.6175	35
ERR346600.6172	26
ERR346600.6176	33
ERR346600.6174	23
ERR346600.6178	36
ERR346600.6164	38
ERR346600.6173	33
ERR346600.6177	33
ERR346600.6169	33
ERR346600.6179	37
ERR346600.6193	35
ERR346600.6182	34
ERR346600.6181	36
ERR346600.6187	28
ERR346600.6194	37
ERR346600.6188	36
ERR346600.6183	37
ERR346600.6192	37
ERR346600.6186	34
ERR346600.6185	35
ERR346600.6184	32
ERR346600.6190	27
ERR346600.6191	37
ERR346600.6195	37
ERR346600.6199	37
ERR346600.6204	35
ERR346600.6196	26
ERR346600.6207	35
ERR346600.6198	32
ERR346600.6203	36
ERR346600.6201	37
ERR346600.6189	38
ERR346600.6206	26
ERR346600.6200	38
ERR346600.6197	35
ERR346600.6202	34
ERR346600.6205	21
ERR346600.6212	36
ERR346600.6217	30
ERR346600.6209	33
ERR346600.6216	36
ERR346600.6222	36
ERR346600.6208	27
ERR346600.6211	36
ERR346600.6221	36
ERR346600.6228	23
ERR346600.6223	35
ERR346600.6230	29
ERR346600.6215	37
ERR346600.6226	38
ERR346600.6225	37
ERR346600.6220	37
ERR346600.6234	35
ERR346600.6210	38
ERR346600.6218	38
ERR346600.6227	35
ERR346600.6214	26
ERR346600.6213	37
ERR346600.6224	33
ERR346600.6233	37
ERR346600.6232	34
ERR346600.6235	37
ERR346600.6237	36
ERR346600.6240	34
ERR346600.6229	37
ERR346600.6231	36
ERR346600.6236	35
ERR346600.6246	31
ERR346600.6252	37
ERR346600.6241	35
ERR346600.6248	35
ERR346600.6245	30
ERR346600.6239	38
ERR346600.6238	37
ERR346600.6258	37
ERR346600.6255	36
ERR346600.6247	37
ERR346600.6253	37
ERR346600.6243	38
ERR346600.6242	35
ERR346600.6262	37
ERR346600.6260	31
ERR346600.6264	38
ERR346600.6267	38
ERR346600.6271	37
ERR346600.6251	30
ERR346600.6261	37
ERR346600.6249	35
ERR346600.6256	29
ERR346600.6268	38
ERR346600.6254	29
ERR346600.6270	38
ERR346600.6244	34
ERR346600.6259	34
ERR346600.6266	30
ERR346600.6269	28
ERR346600.6278	37
ERR346600.6275	35
ERR346600.6257	26
ERR346600.6274	38
ERR346600.6280	33
ERR346600.6277	38
ERR346600.6273	36
ERR346600.6283	34
ERR346600.6286	30
ERR346600.6281	35
ERR346600.6285	38
ERR346600.6289	38
ERR346600.6282	38
ERR346600.6263	34
ERR346600.6250	36
ERR346600.6272	37
ERR346600.6265	35
ERR346600.6276	29
ERR346600.6288	38
ERR346600.6292	31
ERR346600.6299	35
ERR346600.6284	31
ERR346600.6293	34
ERR346600.6279	38
ERR346600.6295	37
ERR346600.6294	37
ERR346600.6291	31
ERR346600.6298	37
ERR346600.6297	31
ERR346600.6301	38
ERR346600.6290	36
ERR346600.6300	34
ERR346600.6303	36
ERR346600.6312	36
ERR346600.6306	33
ERR346600.6307	38
ERR346600.6310	38
ERR346600.6296	36
ERR346600.6302	37
ERR346600.6305	21
ERR346600.6315	37
ERR346600.6304	36
ERR346600.6308	23
ERR346600.6309	24
ERR346600.6316	30
ERR346600.6321	28
ERR346600.6322	35
ERR346600.6326	35
ERR346600.6332	38
ERR346600.6319	35
ERR346600.6311	36
ERR346600.6324	38
ERR346600.6329	36
ERR346600.6323	37
ERR346600.6325	34
ERR346600.6330	38
ERR346600.6336	38
ERR346600.6320	38
ERR346600.6339	38
ERR346600.6318	37
ERR346600.6341	38
ERR346600.6327	38
ERR346600.6314	35
ERR346600.6337	37
ERR346600.6313	38
ERR346600.6340	35
ERR346600.6333	34
ERR346600.6347	37
ERR346600.6350	29
ERR346600.6328	34
ERR346600.6351	34
ERR346600.6334	38
ERR346600.6348	35
ERR346600.6338	37
ERR346600.6349	34
ERR346600.6344	37
ERR346600.6342	38
ERR346600.6353	27
ERR346600.6354	35
ERR346600.6360	34
ERR346600.6356	36
ERR346600.6355	38
ERR346600.6346	38
ERR346600.6343	35
ERR346600.6358	37
ERR346600.6365	38
ERR346600.6364	34
ERR346600.6357	29
ERR346600.6359	38
ERR346600.6345	34
ERR346600.6367	28
ERR346600.6361	34
ERR346600.6370	26
ERR346600.6377	38
ERR346600.6373	35
ERR346600.6371	38
ERR346600.6368	31
ERR346600.6363	38
ERR346600.6362	38
ERR346600.6372	34
ERR346600.6382	37
ERR346600.6375	33
ERR346600.6366	25
ERR346600.6374	29
ERR346600.6383	34
ERR346600.6390	35
ERR346600.6379	37
ERR346600.6376	36
ERR346600.6369	36
ERR346600.6381	36
ERR346600.6378	37
ERR346600.6385	35
ERR346600.6386	22
ERR346600.6397	38
ERR346600.6380	29
ERR346600.6387	35
ERR346600.6393	35
ERR346600.6396	36
ERR346600.6388	31
ERR346600.6392	38
ERR346600.6384	38
ERR346600.6400	37
ERR346600.6391	38
ERR346600.6398	37
ERR346600.6389	38
ERR346600.6408	26
ERR346600.6413	38
ERR346600.6403	37
ERR346600.6404	38
ERR346600.6401	38
ERR346600.6394	35
ERR346600.6407	32
ERR346600.6406	30
ERR346600.6410	37
ERR346600.6411	38
ERR346600.6412	35
ERR346600.6419	38
ERR346600.6415	37
ERR346600.6409	34
ERR346600.6414	30
ERR346600.6421	36
ERR346600.6423	37
ERR346600.6424	37
ERR346600.6420	25
ERR346600.6418	36
ERR346600.6399	38
ERR346600.6426	38
ERR346600.6427	37
ERR346600.6416	35
ERR346600.6425	37
ERR346600.6422	33
ERR346600.6405	38
ERR346600.6428	36
ERR346600.6417	37
ERR346600.6431	36
ERR346600.6433	25
ERR346600.6430	33
ERR346600.6429	36
ERR346600.6434	38
ERR346600.6438	36
ERR346600.6435	36
ERR346600.6442	36
ERR346600.6445	33
ERR346600.6439	32
ERR346600.6436	24
ERR346600.6449	37
ERR346600.6432	36
ERR346600.6446	37
ERR346600.6448	36
ERR346600.6437	36
ERR346600.6454	38
ERR346600.6443	35
ERR346600.6447	31
ERR346600.6453	28
ERR346600.6458	38
ERR346600.6452	30
ERR346600.6455	36
ERR346600.6459	32
ERR346600.6457	36
ERR346600.6461	28
ERR346600.6451	37
ERR346600.6464	28
ERR346600.6463	35
ERR346600.6465	31
ERR346600.6450	38
ERR346600.6472	30
ERR346600.6466	37
ERR346600.6473	37
ERR346600.6441	36
ERR346600.6462	37
ERR346600.6469	31
ERR346600.6474	31
ERR346600.6456	35
ERR346600.6467	36
ERR346600.6468	37
ERR346600.6470	27
ERR346600.6480	36
ERR346600.6482	34
ERR346600.6476	32
ERR346600.6485	31
ERR346600.6471	36
ERR346600.6479	38
ERR346600.6475	32
ERR346600.6483	38
ERR346600.6489	38
ERR346600.6488	36
ERR346600.6484	36
ERR346600.6487	36
ERR346600.6486	38
ERR346600.6477	38
ERR346600.6495	38
ERR346600.6492	34
ERR346600.6491	37
ERR346600.6494	38
ERR346600.6478	37
ERR346600.6501	38
ERR346600.6497	38
ERR346600.6503	38
ERR346600.6493	34
ERR346600.6504	37
ERR346600.6505	37
ERR346600.6496	37
ERR346600.6498	33
ERR346600.6500	38
ERR346600.6490	37
ERR346600.6499	37
ERR346600.6502	37
ERR346600.6514	30
ERR346600.6506	33
ERR346600.6510	38
ERR346600.6512	35
ERR346600.6515	22
ERR346600.6508	33
ERR346600.6513	36
ERR346600.6522	33
ERR346600.6511	31
ERR346600.6507	29
ERR346600.6521	33
ERR346600.6520	32
ERR346600.6527	37
ERR346600.6518	38
ERR346600.6524	37
ERR346600.6525	37
ERR346600.6523	26
ERR346600.6517	33
ERR346600.6526	38
ERR346600.6519	36
ERR346600.6530	32
ERR346600.6528	21
ERR346600.6531	34
ERR346600.6537	37
ERR346600.6529	37
ERR346600.6540	24
ERR346600.6539	34
ERR346600.6534	29
ERR346600.6533	36
ERR346600.6541	32
ERR346600.6535	38
ERR346600.6536	34
ERR346600.6545	33
ERR346600.6542	38
ERR346600.6544	36
ERR346600.6548	34
ERR346600.6552	37
ERR346600.6538	36
ERR346600.6543	36
ERR346600.6547	24
ERR346600.6546	38
ERR346600.6549	31
ERR346600.6532	35
ERR346600.6553	32
ERR346600.6554	38
ERR346600.6560	37
ERR346600.6557	34
ERR346600.6559	35
ERR346600.6563	32
ERR346600.6555	35
ERR346600.6556	34
ERR346600.6561	38
ERR346600.6558	38
ERR346600.6570	35
ERR346600.6569	37
ERR346600.6565	21
ERR346600.6564	37
ERR346600.6550	38
ERR346600.6562	33
ERR346600.6566	30
ERR346600.6567	32
ERR346600.6571	38
ERR346600.6573	31
ERR346600.6574	37
ERR346600.6578	37
ERR346600.6579	35
ERR346600.6576	36
ERR346600.6572	32
ERR346600.6577	24
ERR346600.6575	38
ERR346600.6583	35
ERR346600.6582	37
ERR346600.6581	37
ERR346600.6585	37
ERR346600.6584	37
ERR346600.6588	35
ERR346600.6593	38
ERR346600.6587	37
ERR346600.6590	20
ERR346600.6592	30
ERR346600.6580	38
ERR346600.6586	33
ERR346600.6589	31
ERR346600.6591	36
ERR346600.6596	35
ERR346600.6595	36
ERR346600.6597	23
ERR346600.6599	38
ERR346600.6610	36
ERR346600.6600	26
ERR346600.6605	38
ERR346600.6604	36
ERR346600.6602	37
ERR346600.6609	27
ERR346600.6612	24
ERR346600.6606	32
ERR346600.6608	38
ERR346600.6611	37
ERR346600.6618	38
ERR346600.6601	38
ERR346600.6614	36
ERR346600.6617	19
ERR346600.6624	22
ERR346600.6627	35
ERR346600.6629	37
ERR346600.6622	30
ERR346600.6623	34
ERR346600.6631	33
ERR346600.6626	32
ERR346600.6628	36
ERR346600.6625	35
ERR346600.6635	30
ERR346600.6616	31
ERR346600.6636	36
ERR346600.6632	37
ERR346600.6633	37
ERR346600.6630	36
ERR346600.6639	38
ERR346600.6641	35
ERR346600.6621	36
ERR346600.6638	27
ERR346600.6637	38
ERR346600.6643	36
ERR346600.6642	36
ERR346600.6640	36
ERR346600.6650	32
ERR346600.6649	26
ERR346600.6613	37
ERR346600.6634	38
ERR346600.6644	38
ERR346600.6646	37
ERR346600.6645	38
ERR346600.6647	37
ERR346600.6651	36
ERR346600.6652	35
ERR346600.6660	38
ERR346600.6654	26
ERR346600.6657	35
ERR346600.6662	24
ERR346600.6648	29
ERR346600.6663	34
