ID	QUALITY
ERR346600.11980	38
ERR346600.11981	37
ERR346600.11978	36
ERR346600.11984	36
ERR346600.11977	36
ERR346600.11985	35
ERR346600.11965	38
ERR346600.11979	37
ERR346600.11993	37
ERR346600.11988	37
ERR346600.11991	35
ERR346600.11992	25
ERR346600.11990	36
ERR346600.11986	27
ERR346600.11995	34
ERR346600.11996	37
ERR346600.11989	34
ERR346600.11997	28
ERR346600.11987	34
ERR346600.11994	37
ERR346600.11998	38
ERR346600.12000	38
ERR346600.12006	35
ERR346600.12002	37
ERR346600.12005	34
ERR346600.12009	33
ERR346600.12011	37
ERR346600.12003	33
ERR346600.12001	33
ERR346600.12010	28
ERR346600.12004	36
ERR346600.12008	35
ERR346600.12012	35
ERR346600.12015	38
ERR346600.12017	33
ERR346600.12014	37
ERR346600.12018	37
ERR346600.12013	31
ERR346600.12022	37
ERR346600.12019	36
ERR346600.12023	21
ERR346600.12021	24
ERR346600.12027	33
ERR346600.12020	29
ERR346600.12024	38
ERR346600.12029	33
ERR346600.11999	36
ERR346600.12016	33
ERR346600.12007	35
ERR346600.12028	38
ERR346600.12025	37
ERR346600.12031	38
ERR346600.12033	32
ERR346600.12034	38
ERR346600.12037	32
ERR346600.12032	37
ERR346600.12038	27
ERR346600.12035	38
ERR346600.12046	38
ERR346600.12039	38
ERR346600.12036	28
ERR346600.12047	38
ERR346600.12045	27
ERR346600.12040	26
ERR346600.12044	36
ERR346600.12042	33
ERR346600.12043	22
ERR346600.12054	37
ERR346600.12041	34
ERR346600.12050	35
ERR346600.12049	38
ERR346600.12052	32
ERR346600.12048	36
ERR346600.12053	35
ERR346600.12057	37
ERR346600.12055	36
ERR346600.12056	37
ERR346600.12058	36
ERR346600.12051	35
ERR346600.12060	38
ERR346600.12059	36
ERR346600.12064	31
ERR346600.12063	33
ERR346600.12067	36
ERR346600.12066	31
ERR346600.12065	32
ERR346600.12068	35
ERR346600.12061	27
ERR346600.12062	28
ERR346600.12070	33
ERR346600.12072	37
ERR346600.12071	33
ERR346600.12069	37
ERR346600.12074	38
ERR346600.12078	38
ERR346600.12081	34
ERR346600.12073	36
ERR346600.12079	36
ERR346600.12076	34
ERR346600.12084	34
ERR346600.12086	34
ERR346600.12088	26
ERR346600.12083	34
ERR346600.12080	37
ERR346600.12087	27
ERR346600.12089	37
ERR346600.12075	38
ERR346600.12077	36
ERR346600.12095	37
ERR346600.12092	35
ERR346600.12090	37
ERR346600.12085	37
ERR346600.12094	36
ERR346600.12091	31
ERR346600.12096	29
ERR346600.12093	25
ERR346600.12097	36
ERR346600.12105	31
ERR346600.12098	33
ERR346600.12102	37
ERR346600.12103	33
ERR346600.12101	37
ERR346600.12099	38
ERR346600.12109	34
ERR346600.12110	37
ERR346600.12114	38
ERR346600.12108	37
ERR346600.12107	38
ERR346600.12113	33
ERR346600.12116	38
ERR346600.12111	37
ERR346600.12106	38
ERR346600.12121	36
ERR346600.12100	26
ERR346600.12112	29
ERR346600.12118	36
ERR346600.12115	35
ERR346600.12120	37
ERR346600.12123	35
ERR346600.12119	35
ERR346600.12117	34
ERR346600.12131	31
ERR346600.12126	38
ERR346600.12133	36
ERR346600.12132	37
ERR346600.12125	38
ERR346600.12129	37
ERR346600.12137	30
ERR346600.12139	37
ERR346600.12127	34
ERR346600.12136	30
ERR346600.12130	36
ERR346600.12142	36
ERR346600.12122	24
ERR346600.12138	35
ERR346600.12146	38
ERR346600.12141	26
ERR346600.12124	37
ERR346600.12148	34
ERR346600.12140	36
ERR346600.12150	35
ERR346600.12151	33
ERR346600.12143	36
ERR346600.12145	38
ERR346600.12149	38
ERR346600.12144	38
ERR346600.12147	37
ERR346600.12152	37
ERR346600.12128	37
ERR346600.12154	36
ERR346600.12157	37
ERR346600.12158	37
ERR346600.12155	37
ERR346600.12153	37
ERR346600.12159	29
ERR346600.12165	30
ERR346600.12161	37
ERR346600.12169	36
ERR346600.12162	38
ERR346600.12170	37
ERR346600.12156	33
ERR346600.12171	31
ERR346600.12172	33
ERR346600.12177	29
ERR346600.12164	27
ERR346600.12173	36
ERR346600.12168	31
ERR346600.12167	37
ERR346600.12160	35
ERR346600.12174	34
ERR346600.12179	36
ERR346600.12188	25
ERR346600.12184	34
ERR346600.12180	35
ERR346600.12187	36
ERR346600.12183	37
ERR346600.12181	38
ERR346600.12185	37
ERR346600.12191	35
ERR346600.12193	33
ERR346600.12178	37
ERR346600.12186	36
ERR346600.12182	37
ERR346600.12189	36
ERR346600.12194	36
ERR346600.12199	32
ERR346600.12195	38
ERR346600.12208	38
ERR346600.12204	36
ERR346600.12190	30
ERR346600.12203	37
ERR346600.12196	28
ERR346600.12201	36
ERR346600.12200	36
ERR346600.12207	23
ERR346600.12192	38
ERR346600.12198	27
ERR346600.12209	36
ERR346600.12202	38
ERR346600.12211	37
ERR346600.12206	35
ERR346600.12210	38
ERR346600.12197	34
ERR346600.12205	38
ERR346600.12219	24
ERR346600.12213	34
ERR346600.12214	37
ERR346600.12215	30
ERR346600.12212	35
ERR346600.12216	24
ERR346600.12223	36
ERR346600.12220	38
ERR346600.12228	30
ERR346600.12222	37
ERR346600.12218	35
ERR346600.12226	35
ERR346600.12221	33
ERR346600.12217	38
ERR346600.12229	38
ERR346600.12233	33
ERR346600.12230	37
ERR346600.12227	21
ERR346600.12224	38
ERR346600.12235	36
ERR346600.12244	37
ERR346600.12236	36
ERR346600.12239	37
ERR346600.12238	35
ERR346600.12232	32
ERR346600.12234	37
ERR346600.12246	36
ERR346600.12231	35
ERR346600.12225	37
ERR346600.12242	38
ERR346600.12243	23
ERR346600.12248	36
ERR346600.12241	38
ERR346600.12251	37
ERR346600.12254	36
ERR346600.12245	37
ERR346600.12249	36
ERR346600.12259	36
ERR346600.12255	38
ERR346600.12252	29
ERR346600.12261	38
ERR346600.12240	36
ERR346600.12237	38
ERR346600.12250	36
ERR346600.12271	22
ERR346600.12266	35
ERR346600.12270	36
ERR346600.12253	34
ERR346600.12267	38
ERR346600.12262	37
ERR346600.12247	26
ERR346600.12256	38
ERR346600.12272	36
ERR346600.12260	37
ERR346600.12274	37
ERR346600.12264	33
ERR346600.12273	37
ERR346600.12265	36
ERR346600.12275	29
ERR346600.12286	34
ERR346600.12263	31
ERR346600.12268	36
ERR346600.12281	37
ERR346600.12279	33
ERR346600.12269	38
ERR346600.12280	38
ERR346600.12287	34
ERR346600.12278	33
ERR346600.12285	35
ERR346600.12284	37
ERR346600.12276	36
ERR346600.12282	38
ERR346600.12293	35
ERR346600.12289	38
ERR346600.12277	36
ERR346600.12283	31
ERR346600.12294	26
ERR346600.12290	36
ERR346600.12288	37
ERR346600.12298	38
ERR346600.12301	38
ERR346600.12302	37
ERR346600.12292	38
ERR346600.12300	37
ERR346600.12303	37
ERR346600.12299	32
ERR346600.12307	34
ERR346600.12295	37
ERR346600.12304	24
ERR346600.12291	33
ERR346600.12296	36
ERR346600.12317	29
ERR346600.12311	32
ERR346600.12306	33
ERR346600.12312	28
ERR346600.12313	36
ERR346600.12308	33
ERR346600.12314	35
ERR346600.12305	35
ERR346600.12324	35
ERR346600.12310	38
ERR346600.12320	22
ERR346600.12319	37
ERR346600.12322	38
ERR346600.12309	30
ERR346600.12321	35
ERR346600.12326	36
ERR346600.12323	29
ERR346600.12328	37
ERR346600.12325	37
ERR346600.12318	34
ERR346600.12334	36
ERR346600.12335	33
ERR346600.12315	36
ERR346600.12330	36
ERR346600.12327	32
ERR346600.12329	38
ERR346600.12332	33
ERR346600.12331	36
ERR346600.12336	35
ERR346600.12333	30
ERR346600.12338	35
ERR346600.12340	27
ERR346600.12341	38
ERR346600.12316	37
ERR346600.12337	36
ERR346600.12344	34
ERR346600.12345	35
ERR346600.12350	38
ERR346600.12343	33
ERR346600.12339	38
ERR346600.12348	37
ERR346600.12346	35
ERR346600.12347	36
ERR346600.12342	38
ERR346600.12357	34
ERR346600.12355	37
ERR346600.12349	34
ERR346600.12352	36
ERR346600.12353	32
ERR346600.12359	24
ERR346600.12356	38
ERR346600.12369	35
ERR346600.12351	24
ERR346600.12354	37
ERR346600.12360	33
ERR346600.12363	29
ERR346600.12371	38
ERR346600.12367	22
ERR346600.12366	37
ERR346600.12373	36
ERR346600.12382	35
ERR346600.12375	36
ERR346600.12364	38
ERR346600.12374	23
ERR346600.12372	21
ERR346600.12379	25
ERR346600.12380	36
ERR346600.12365	38
ERR346600.12383	36
ERR346600.12384	38
ERR346600.12376	38
ERR346600.12362	29
ERR346600.12378	34
ERR346600.12377	38
ERR346600.12388	36
ERR346600.12368	35
ERR346600.12389	33
ERR346600.12392	38
ERR346600.12370	38
ERR346600.12393	38
ERR346600.12386	37
ERR346600.12385	27
ERR346600.12399	37
ERR346600.12387	37
ERR346600.12395	35
ERR346600.12402	35
ERR346600.12381	37
ERR346600.12410	37
ERR346600.12397	38
ERR346600.12408	32
ERR346600.12396	38
ERR346600.12406	31
ERR346600.12411	34
ERR346600.12391	37
ERR346600.12398	30
ERR346600.12404	37
ERR346600.12394	37
ERR346600.12400	36
ERR346600.12409	37
ERR346600.12415	37
ERR346600.12401	36
ERR346600.12420	38
ERR346600.12414	33
ERR346600.12421	32
ERR346600.12422	38
ERR346600.12405	38
ERR346600.12390	34
ERR346600.12426	38
ERR346600.12423	38
ERR346600.12425	38
ERR346600.12427	36
ERR346600.12417	38
ERR346600.12403	38
ERR346600.12416	28
ERR346600.12412	38
ERR346600.12418	25
ERR346600.12429	35
ERR346600.12430	34
ERR346600.12437	28
ERR346600.12434	38
ERR346600.12438	37
ERR346600.12424	33
ERR346600.12436	38
ERR346600.12435	37
ERR346600.12439	37
ERR346600.12444	33
ERR346600.12432	38
ERR346600.12431	38
ERR346600.12419	38
ERR346600.12447	36
ERR346600.12440	36
ERR346600.12445	34
ERR346600.12441	30
ERR346600.12446	36
ERR346600.12448	36
ERR346600.12449	35
ERR346600.12450	27
ERR346600.12443	33
ERR346600.12456	34
ERR346600.12454	27
ERR346600.12451	36
ERR346600.12457	36
ERR346600.12452	35
ERR346600.12453	33
ERR346600.12459	33
ERR346600.12455	33
ERR346600.12463	38
ERR346600.12458	37
ERR346600.12461	35
ERR346600.12466	23
ERR346600.12467	32
ERR346600.12473	28
ERR346600.12469	37
ERR346600.12465	33
ERR346600.12472	38
ERR346600.12470	38
ERR346600.12476	38
ERR346600.12471	24
ERR346600.12478	38
ERR346600.12475	30
ERR346600.12477	37
ERR346600.12464	38
ERR346600.12462	35
ERR346600.12468	37
ERR346600.12460	37
ERR346600.12479	38
ERR346600.12486	38
ERR346600.12480	38
ERR346600.12483	25
ERR346600.12485	34
ERR346600.12492	37
ERR346600.12481	31
ERR346600.12488	36
ERR346600.12489	33
ERR346600.12494	34
ERR346600.12490	30
ERR346600.12487	35
ERR346600.12491	38
ERR346600.12501	37
ERR346600.12493	36
ERR346600.12495	29
ERR346600.12499	38
ERR346600.12496	38
ERR346600.12500	36
ERR346600.12498	37
ERR346600.12502	27
ERR346600.12510	26
ERR346600.12503	37
ERR346600.12509	31
ERR346600.12505	32
ERR346600.12506	38
ERR346600.12508	36
ERR346600.12507	27
ERR346600.12511	30
ERR346600.12513	31
ERR346600.12514	30
ERR346600.12516	35
ERR346600.12517	30
ERR346600.12515	38
ERR346600.12522	36
ERR346600.12520	37
ERR346600.12518	37
ERR346600.12525	36
ERR346600.12523	35
ERR346600.12512	36
ERR346600.12526	36
ERR346600.12529	30
ERR346600.12521	22
ERR346600.12532	30
ERR346600.12536	34
ERR346600.12531	25
ERR346600.12535	33
ERR346600.12524	37
ERR346600.12537	38
ERR346600.12539	35
ERR346600.12527	35
ERR346600.12542	38
ERR346600.12534	38
ERR346600.12544	38
ERR346600.12543	34
ERR346600.12530	26
ERR346600.12541	38
ERR346600.12538	33
ERR346600.12549	29
ERR346600.12546	38
ERR346600.12548	37
ERR346600.12528	30
ERR346600.12547	38
ERR346600.12545	21
ERR346600.12555	36
ERR346600.12550	34
ERR346600.12556	23
ERR346600.12557	35
ERR346600.12558	38
ERR346600.12553	37
ERR346600.12552	33
ERR346600.12551	38
ERR346600.12540	25
ERR346600.12561	38
ERR346600.12565	37
ERR346600.12560	36
ERR346600.12554	37
ERR346600.12569	37
ERR346600.12559	37
ERR346600.12563	33
ERR346600.12570	38
ERR346600.12562	35
ERR346600.12575	31
ERR346600.12572	37
ERR346600.12573	37
ERR346600.12568	36
ERR346600.12564	38
ERR346600.12574	38
ERR346600.12581	36
ERR346600.12578	38
ERR346600.12571	35
ERR346600.12587	37
ERR346600.12576	31
ERR346600.12577	35
ERR346600.12592	34
ERR346600.12589	37
ERR346600.12582	38
ERR346600.12594	32
ERR346600.12579	37
ERR346600.12584	37
ERR346600.12588	33
ERR346600.12600	37
ERR346600.12595	24
ERR346600.12591	37
ERR346600.12583	30
ERR346600.12586	38
ERR346600.12590	34
ERR346600.12602	36
ERR346600.12593	35
ERR346600.12599	37
ERR346600.12606	38
ERR346600.12603	37
ERR346600.12597	35
ERR346600.12609	37
ERR346600.12614	38
ERR346600.12620	36
ERR346600.12605	36
ERR346600.12611	36
ERR346600.12619	27
ERR346600.12596	19
ERR346600.12615	32
ERR346600.12601	37
ERR346600.12612	32
ERR346600.12618	38
ERR346600.12616	38
ERR346600.12604	35
ERR346600.12624	35
ERR346600.12621	38
ERR346600.12607	26
ERR346600.12610	25
ERR346600.12626	38
ERR346600.12627	35
ERR346600.12625	38
ERR346600.12632	31
ERR346600.12617	38
ERR346600.12608	36
ERR346600.12622	15
ERR346600.12630	35
ERR346600.12613	38
ERR346600.12633	38
ERR346600.12635	28
ERR346600.12631	25
ERR346600.12637	37
ERR346600.12634	37
ERR346600.12628	23
ERR346600.12647	32
ERR346600.12623	36
ERR346600.12640	36
ERR346600.12653	33
ERR346600.12643	33
ERR346600.12639	37
ERR346600.12646	31
ERR346600.12645	37
ERR346600.12656	25
ERR346600.12652	38
ERR346600.12644	38
ERR346600.12648	27
ERR346600.12638	35
ERR346600.12651	38
ERR346600.12642	33
ERR346600.12657	31
ERR346600.12650	37
ERR346600.12649	37
ERR346600.12660	38
ERR346600.12636	35
ERR346600.12667	38
ERR346600.12664	38
ERR346600.12661	33
ERR346600.12658	26
ERR346600.12676	38
ERR346600.12666	38
ERR346600.12654	35
ERR346600.12655	38
ERR346600.12665	37
ERR346600.12663	35
ERR346600.12670	38
ERR346600.12672	36
ERR346600.12677	28
ERR346600.12662	37
ERR346600.12684	29
ERR346600.12680	35
ERR346600.12679	36
ERR346600.12682	37
ERR346600.12674	34
ERR346600.12671	38
ERR346600.12688	30
ERR346600.12681	38
ERR346600.12690	38
ERR346600.12683	31
ERR346600.12687	36
ERR346600.12675	38
ERR346600.12686	36
ERR346600.12668	37
ERR346600.12694	37
ERR346600.12685	37
ERR346600.12693	38
ERR346600.12698	38
ERR346600.12699	38
ERR346600.12689	36
ERR346600.12697	36
ERR346600.12701	29
ERR346600.12692	38
ERR346600.12702	26
ERR346600.12709	28
ERR346600.12703	32
ERR346600.12707	31
ERR346600.12710	37
ERR346600.12700	25
ERR346600.12704	33
ERR346600.12712	36
ERR346600.12705	38
ERR346600.12711	37
ERR346600.12678	38
ERR346600.12714	37
ERR346600.12719	38
ERR346600.12720	37
ERR346600.12718	36
ERR346600.12715	38
ERR346600.12716	38
ERR346600.12717	37
ERR346600.12713	37
ERR346600.12721	31
ERR346600.12723	38
ERR346600.12722	26
ERR346600.12724	37
ERR346600.12726	25
ERR346600.12730	37
ERR346600.12729	33
ERR346600.12727	37
ERR346600.12734	29
ERR346600.12733	37
ERR346600.12737	28
ERR346600.12725	38
ERR346600.12731	37
ERR346600.12738	35
ERR346600.12736	37
ERR346600.12735	31
ERR346600.12741	38
ERR346600.12739	37
ERR346600.12744	26
ERR346600.12743	38
ERR346600.12742	35
ERR346600.12750	37
ERR346600.12745	38
ERR346600.12754	22
ERR346600.12746	32
ERR346600.12747	37
ERR346600.12732	37
ERR346600.12740	32
ERR346600.12753	36
ERR346600.12748	36
ERR346600.12757	38
ERR346600.12749	38
ERR346600.12759	24
ERR346600.12756	36
ERR346600.12760	35
ERR346600.12755	37
ERR346600.12752	24
ERR346600.12768	38
ERR346600.12761	36
ERR346600.12764	37
ERR346600.12763	30
ERR346600.12771	36
ERR346600.12758	33
ERR346600.12762	38
ERR346600.12770	29
ERR346600.12767	37
ERR346600.12777	37
ERR346600.12769	33
ERR346600.12772	32
ERR346600.12766	35
ERR346600.12775	31
ERR346600.12765	30
ERR346600.12783	36
ERR346600.12789	38
ERR346600.12776	38
ERR346600.12780	28
ERR346600.12782	38
ERR346600.12778	38
ERR346600.12788	38
ERR346600.12793	31
ERR346600.12785	35
ERR346600.12790	36
ERR346600.12794	38
ERR346600.12784	38
ERR346600.12773	35
ERR346600.12779	36
ERR346600.12787	28
ERR346600.12795	33
ERR346600.12796	30
ERR346600.12791	38
ERR346600.12799	23
ERR346600.12797	37
ERR346600.12792	33
ERR346600.12781	35
ERR346600.12805	38
ERR346600.12786	37
ERR346600.12811	38
ERR346600.12798	37
ERR346600.12808	33
ERR346600.12809	34
ERR346600.12803	38
ERR346600.12801	36
ERR346600.12804	36
ERR346600.12802	25
ERR346600.12814	37
ERR346600.12800	36
ERR346600.12819	38
ERR346600.12807	38
ERR346600.12825	33
ERR346600.12815	37
ERR346600.12820	37
ERR346600.12812	36
ERR346600.12817	36
ERR346600.12810	38
ERR346600.12813	29
ERR346600.12826	36
ERR346600.12827	34
ERR346600.12816	37
ERR346600.12831	38
ERR346600.12818	27
ERR346600.12822	36
ERR346600.12806	35
ERR346600.12823	33
ERR346600.12824	31
ERR346600.12832	36
ERR346600.12830	38
ERR346600.12837	29
ERR346600.12841	38
ERR346600.12836	23
ERR346600.12834	35
ERR346600.12838	35
ERR346600.12835	38
ERR346600.12844	33
ERR346600.12833	38
ERR346600.12840	38
ERR346600.12843	36
ERR346600.12821	32
ERR346600.12849	32
ERR346600.12829	37
ERR346600.12845	37
ERR346600.12846	38
ERR346600.12852	27
ERR346600.12842	38
ERR346600.12853	31
ERR346600.12839	36
ERR346600.12848	31
ERR346600.12854	31
ERR346600.12850	37
ERR346600.12847	37
ERR346600.12857	30
ERR346600.12861	34
ERR346600.12855	38
ERR346600.12864	34
ERR346600.12858	36
ERR346600.12851	34
ERR346600.12860	36
ERR346600.12863	36
ERR346600.12867	29
ERR346600.12859	38
ERR346600.12871	38
ERR346600.12868	33
ERR346600.12872	34
ERR346600.12866	33
ERR346600.12875	33
ERR346600.12865	37
ERR346600.12870	38
ERR346600.12877	38
ERR346600.12879	37
ERR346600.12856	38
ERR346600.12876	35
ERR346600.12869	37
ERR346600.12881	30
ERR346600.12874	36
ERR346600.12873	38
ERR346600.12880	36
ERR346600.12890	37
ERR346600.12882	32
ERR346600.12878	30
ERR346600.12894	37
ERR346600.12899	26
ERR346600.12887	32
ERR346600.12892	33
ERR346600.12883	23
ERR346600.12885	35
ERR346600.12886	38
ERR346600.12895	35
ERR346600.12889	38
ERR346600.12896	32
ERR346600.12893	27
ERR346600.12903	30
ERR346600.12911	36
ERR346600.12905	37
ERR346600.12908	21
ERR346600.12891	37
ERR346600.12884	38
ERR346600.12897	35
ERR346600.12906	32
ERR346600.12901	27
ERR346600.12898	31
ERR346600.12900	37
ERR346600.12910	38
ERR346600.12904	36
ERR346600.12907	35
ERR346600.12917	35
ERR346600.12920	38
ERR346600.12916	34
ERR346600.12902	29
ERR346600.12912	34
ERR346600.12922	36
ERR346600.12924	36
ERR346600.12913	23
ERR346600.12919	31
ERR346600.12909	37
ERR346600.12926	36
ERR346600.12921	36
ERR346600.12918	37
ERR346600.12925	28
ERR346600.12936	36
ERR346600.12914	27
ERR346600.12915	32
ERR346600.12928	34
ERR346600.12941	37
ERR346600.12923	36
ERR346600.12927	34
ERR346600.12939	37
ERR346600.12937	35
ERR346600.12930	38
ERR346600.12931	37
ERR346600.12938	36
ERR346600.12934	25
ERR346600.12935	37
ERR346600.12933	38
ERR346600.12947	38
ERR346600.12929	37
ERR346600.12944	36
ERR346600.12948	38
ERR346600.12950	37
ERR346600.12942	38
ERR346600.12943	37
ERR346600.12945	23
ERR346600.12949	38
ERR346600.12946	34
ERR346600.12956	38
ERR346600.12951	26
ERR346600.12954	29
ERR346600.12952	26
ERR346600.12953	29
ERR346600.12958	37
ERR346600.12962	36
ERR346600.12960	38
ERR346600.12961	38
ERR346600.12963	35
ERR346600.12959	38
ERR346600.12955	36
ERR346600.12969	29
ERR346600.12970	37
ERR346600.12972	36
ERR346600.12974	37
ERR346600.12968	36
ERR346600.12966	38
ERR346600.12971	32
ERR346600.12957	38
ERR346600.12978	38
ERR346600.12977	37
ERR346600.12976	36
ERR346600.12973	38
ERR346600.12982	28
ERR346600.12979	34
ERR346600.12983	35
ERR346600.12985	36
ERR346600.12986	28
ERR346600.12965	23
ERR346600.12990	32
ERR346600.12984	34
ERR346600.12975	32
ERR346600.12981	37
ERR346600.12989	27
ERR346600.12967	34
ERR346600.12991	22
ERR346600.12980	37
ERR346600.12992	38
ERR346600.13000	25
ERR346600.12988	35
ERR346600.12994	38
ERR346600.13002	34
ERR346600.12999	37
ERR346600.12987	36
ERR346600.13003	23
ERR346600.12995	38
ERR346600.12996	37
ERR346600.12997	37
ERR346600.13009	38
ERR346600.13001	36
ERR346600.13006	30
ERR346600.13011	38
ERR346600.13010	36
ERR346600.12998	38
ERR346600.13012	38
ERR346600.13015	32
ERR346600.13018	36
ERR346600.13007	38
ERR346600.13005	34
ERR346600.13004	27
ERR346600.13013	37
ERR346600.13008	36
ERR346600.13019	35
ERR346600.13020	37
ERR346600.13023	38
ERR346600.13022	27
ERR346600.13017	35
ERR346600.13016	25
ERR346600.13026	24
ERR346600.13031	26
ERR346600.13024	35
ERR346600.13029	38
ERR346600.13030	27
ERR346600.13032	33
ERR346600.13014	22
ERR346600.13025	37
ERR346600.13035	37
ERR346600.13033	36
ERR346600.13028	38
ERR346600.13042	36
ERR346600.13043	37
ERR346600.13040	37
ERR346600.13039	34
ERR346600.13034	38
ERR346600.13036	37
ERR346600.13038	33
ERR346600.13048	23
ERR346600.13044	27
ERR346600.13050	38
ERR346600.13053	23
ERR346600.13055	37
ERR346600.13049	37
ERR346600.13056	24
ERR346600.13052	36
ERR346600.13046	37
ERR346600.13062	37
ERR346600.13051	34
ERR346600.13041	30
ERR346600.13057	35
ERR346600.13060	29
ERR346600.13058	38
ERR346600.13064	36
ERR346600.13070	28
ERR346600.13071	36
ERR346600.13061	32
ERR346600.13067	37
ERR346600.13065	37
ERR346600.13063	38
ERR346600.13037	38
ERR346600.13066	37
ERR346600.13069	32
ERR346600.13068	37
ERR346600.13082	37
ERR346600.13074	35
ERR346600.13076	38
ERR346600.13081	23
ERR346600.13073	34
ERR346600.13080	30
ERR346600.13079	33
ERR346600.13077	37
ERR346600.13078	28
ERR346600.13083	36
ERR346600.13091	29
ERR346600.13086	37
ERR346600.13075	38
ERR346600.13087	38
ERR346600.13093	37
ERR346600.13084	27
ERR346600.13095	33
ERR346600.13090	37
ERR346600.13096	31
ERR346600.13089	38
ERR346600.13088	22
ERR346600.13102	30
ERR346600.13097	37
ERR346600.13101	34
ERR346600.13105	38
ERR346600.13098	28
ERR346600.13092	27
ERR346600.13085	37
ERR346600.13099	38
ERR346600.13108	38
ERR346600.13106	35
ERR346600.13109	37
ERR346600.13110	38
ERR346600.13116	36
ERR346600.13112	38
ERR346600.13104	36
ERR346600.13111	33
ERR346600.13115	23
ERR346600.13107	37
ERR346600.13120	34
ERR346600.13117	38
ERR346600.13126	38
ERR346600.13114	38
ERR346600.13125	36
ERR346600.13119	37
ERR346600.13113	36
ERR346600.13118	27
ERR346600.13123	35
ERR346600.13122	38
ERR346600.13121	30
ERR346600.13124	38
ERR346600.13131	37
ERR346600.13129	38
ERR346600.13133	37
ERR346600.13135	25
ERR346600.13136	37
ERR346600.13128	32
ERR346600.13132	38
ERR346600.13142	33
ERR346600.13138	38
ERR346600.13143	22
ERR346600.13144	37
ERR346600.13139	35
ERR346600.13137	38
ERR346600.13130	38
ERR346600.13134	38
ERR346600.13145	38
ERR346600.13150	38
ERR346600.13148	38
ERR346600.13140	36
ERR346600.13147	36
ERR346600.13153	38
ERR346600.13159	38
ERR346600.13158	37
ERR346600.13157	37
ERR346600.13141	35
ERR346600.13152	38
ERR346600.13155	36
ERR346600.13154	26
ERR346600.13146	36
ERR346600.13169	38
ERR346600.13149	36
ERR346600.13162	37
ERR346600.13160	36
ERR346600.13156	37
ERR346600.13170	35
ERR346600.13127	37
ERR346600.13178	37
ERR346600.13163	33
ERR346600.13176	36
ERR346600.13177	34
ERR346600.13181	37
ERR346600.13172	38
ERR346600.13167	26
ERR346600.13171	37
ERR346600.13151	37
ERR346600.13166	38
ERR346600.13175	38
ERR346600.13165	38
ERR346600.13184	25
ERR346600.13174	31
ERR346600.13173	30
ERR346600.13180	38
ERR346600.13186	37
ERR346600.13179	35
ERR346600.13185	38
ERR346600.13189	31
ERR346600.13190	37
ERR346600.13191	36
ERR346600.13182	38
ERR346600.13193	38
ERR346600.13192	32
ERR346600.13195	37
ERR346600.13202	36
ERR346600.13201	38
ERR346600.13197	36
ERR346600.13196	36
ERR346600.13200	38
ERR346600.13204	38
ERR346600.13199	36
ERR346600.13198	38
ERR346600.13203	7
ERR346600.13210	37
ERR346600.13194	38
ERR346600.13207	38
ERR346600.13214	32
ERR346600.13215	35
ERR346600.13205	34
ERR346600.13212	31
ERR346600.13217	37
ERR346600.13213	36
ERR346600.13209	25
ERR346600.13221	38
ERR346600.13206	38
ERR346600.13208	38
ERR346600.13219	35
ERR346600.13216	36
ERR346600.13218	29
ERR346600.13223	21
ERR346600.13224	37
ERR346600.13222	21
ERR346600.13229	36
ERR346600.13226	38
ERR346600.13225	37
ERR346600.13230	37
ERR346600.13227	37
ERR346600.13232	37
ERR346600.13228	25
ERR346600.13231	28
ERR346600.13234	37
ERR346600.13235	38
ERR346600.13238	37
ERR346600.13237	36
ERR346600.13239	38
ERR346600.13240	29
ERR346600.13241	37
ERR346600.13236	36
ERR346600.13242	35
ERR346600.13243	35
ERR346600.13244	38
ERR346600.13246	38
ERR346600.13248	38
ERR346600.13247	30
ERR346600.13249	37
ERR346600.13250	37
ERR346600.13245	29
ERR346600.13252	36
ERR346600.13251	36
ERR346600.13259	38
ERR346600.13255	33
ERR346600.13257	32
ERR346600.13253	30
ERR346600.13263	24
ERR346600.13254	37
ERR346600.13256	28
ERR346600.13266	38
ERR346600.13261	29
ERR346600.13268	36
ERR346600.13264	36
ERR346600.13260	34
ERR346600.13265	34
ERR346600.13262	29
ERR346600.13258	36
ERR346600.13275	34
ERR346600.13276	36
ERR346600.13271	37
ERR346600.13277	38
ERR346600.13274	37
ERR346600.13279	36
ERR346600.13269	38
ERR346600.13273	38
ERR346600.13270	36
ERR346600.13282	34
ERR346600.13283	38
ERR346600.13267	38
ERR346600.13272	36
ERR346600.13286	36
ERR346600.13278	37
ERR346600.13281	35
ERR346600.13280	37
ERR346600.13285	37
ERR346600.13289	38
ERR346600.13288	37
ERR346600.13291	38
ERR346600.13284	37
ERR346600.13290	38
ERR346600.13294	23
ERR346600.13293	34
ERR346600.13300	30
ERR346600.13292	32
ERR346600.13296	36
ERR346600.13302	31
ERR346600.13295	36
ERR346600.13301	36
ERR346600.13297	37
ERR346600.13287	38
ERR346600.13299	32
ERR346600.13303	26
ERR346600.13306	36
ERR346600.13298	34
ERR346600.13305	34
ERR346600.13304	31
ERR346600.13307	37
ERR346600.13315	29
ERR346600.13311	35
ERR346600.13313	36
ERR346600.13308	22
ERR346600.13321	38
ERR346600.13309	35
ERR346600.13320	36
ERR346600.13324	38
ERR346600.13310	35
ERR346600.13325	38
ERR346600.13322	37
ERR346600.13316	36
